"año"	"cargo"	"fase"	"lamina"	"referencia"	"uso"	"espesor"	"estaño"	"costo"
"479"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X894X914.05"	"T5"	"NPI"	"PP"	7.776268
"480"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"16"	"B"	18.7106578268832
"481"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X209L"	"ATUN"	"22"	"A"	44.694395
"482"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X1052"	"DR8"	"NPI"	"C"	127.845964
"483"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X894X914.05"	"T5"	"NPI"	"PP"	391.284338
"484"	2015	"Comercialización"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	40.584393999614
"485"	2015	"Litográfica"	"PT"	"L"	"C211X106L"	"ATUN"	"18"	"B"	71.8159818272947
"486"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	22.138531
"487"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X883X836.8"	"DR8"	"NPI"	"C"	253.40894
"488"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211/209X201L"	"ATUN"	"17"	"A"	704.1074945
"489"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	306.235883628563
"490"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X105.5L"	"ATUN"	"16"	"T"	224.796063781696
"491"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X851X831"	"DR8"	"NPI"	"C"	57.273264099318
"492"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X308L"	"ATUN"	"18"	"B"	356.017083
"493"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	269.904048560136
"494"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X801X809"	"T4"	"NPI"	"T"	3.110984
"495"	2015	"Litográfica"	"PP"	"TAPA"	"T307EO"	"ATUN"	"NPI"	"PP"	81.96581
"496"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X833X699"	"T3"	"20"	"C"	98.389928099318
"497"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"15"	"A"	293.1965395714
"498"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	41.401167
"499"	2015	"Litográfica"	"PP"	"L"	"E307X108.5L"	"ATUN"	"NPI"	"PP"	8.313074
"500"	2015	"Comercialización"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	37.270957
"501"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	0.1377350214
"502"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.26X782X864.1"	"T5"	"NPI"	"PP"	445.358669
"503"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	36.917427560136
"504"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	70.9873070214
"505"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"TOVAL16"	"SARDINA"	"24"	"T"	0.1377880214
"506"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X903X917"	"T5"	"NPI"	"PP"	223.778285
"507"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	60.198899
"508"	2015	"Comercialización"	"PP"	"OTROS"	"0.22X892X1000.6"	"T4"	"NPI"	"PP"	144.663536068086
"509"	2015	"Linea General Otros"	"PT"	"OTROS"	"CJ"	"F"	"16"	"B"	42.378335
"510"	2015	"Litográfica"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	105.318494892404
"511"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X207L"	"ATUN"	"22"	"A"	168.135077
"512"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	194.807576581411
"513"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	12.441128
"514"	2015	"Corte"	"PP"	"R"	"C603X700R"	"PALMITO"	"28"	"PP"	5.6911975
"515"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	34.0400586114
"516"	2015	"Comercialización"	"PT"	"L"	"E208/211X207.5L"	"SALCHICHA"	"16"	"T"	2.704869
"517"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	424.58894
"518"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X500L"	"QUESO"	"24"	"C"	116.59649
"519"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"22"	"PP"	150.074722
"520"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"20"	"T"	267.071701
"521"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	472.686514099318
"522"	2015	"Servicios Generales"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	189.385733
"523"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	295.859209
"524"	2015	"Litográfica"	"PP"	"TAPA"	"T307"	"ATUN"	"NPI"	"PP"	54.326471
"525"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X700R"	"PALMITO"	"28"	"A"	723.074536614017
"526"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	386.796007811046
"527"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	742.199966
"528"	2015	"Litográfica"	"PP"	"L"	"E307X112L"	"ATUN"	"NPI"	"PP"	1332.036312
"529"	2015	"Servicios Generales"	"PT"	"OTROS"	"F610"	"PINT.E"	"17"	"A"	1577.41517
"530"	2015	"Litográfica"	"PP"	"L"	"C404X500L"	"PINT.E"	"NPI"	"PP"	74.036345
"531"	2015	"Compras e Importaciones"	"PP"	"TAPA"	"TC"	"PVC.FREE"	"NPI"	"PP"	130.79822
"532"	2015	"Comercialización"	"PT"	"R"	"C401/315X407R"	"ATUN"	"17"	"B"	6.583811327296
"533"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	79.347467327296
"534"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	281.432695
"535"	2015	"Litográfica"	"PP"	"L"	"C401X208L"	"ATUN"	"NPI"	"PP"	54.800784
"536"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X870X942"	"DR8"	"NPI"	"C"	39.078252
"537"	2015	"Tapas Bebidas"	"PT"	"TAPA"	"TC-P"	"PVC-FR"	"22"	"T"	170.465681
"538"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X894X914.05"	"T5"	"NPI"	"PP"	9.331261
"539"	2015	"Comercialización"	"PP"	"OTROS"	"0.21X894X953"	"T5"	"NPI"	"PP"	132.663660068086
"540"	2015	"Litográfica"	"PP"	"TAPA"	"T307EO"	"ATUN"	"NPI"	"PP"	14.942521
"541"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T315"	"ATUN"	"22"	"T"	8.411466
"542"	2015	"Comercialización"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	141.5676840214
"543"	2015	"Comercialización"	"PT"	"TAPA"	"T300"	"EOF"	"21"	"T"	16.405723327296
"544"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X894X914.05"	"T5"	"NPI"	"PP"	264.764695
"545"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X942"	"DR8"	"NPI"	"C"	70.831690099318
"546"	2015	"Sanitarios Embutidos"	"PT"	"R"	"EOVAL15R"	"SARDINA"	"18"	"T"	431.45811
"547"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X308L"	"ATUN"	"18"	"B"	840.307719
"548"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"16"	"B"	708.69868
"549"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	103.966336327296
"550"	2015	"Litográfica"	"PP"	"L"	"E208/211X207.5L"	"SALCH"	"16"	"PP"	77.493108
"551"	2015	"Litográfica"	"PT"	"L"	"E307X113L"	"ATUN"	"16"	"T"	1095.0844793273
"552"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	91.851100327296
"553"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	204.1566086
"554"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	5.976517327296
"555"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	458.85476425
"556"	2015	"Litográfica"	"PP"	"TAPA"	"T300"	"PALMITO"	"18"	"PP"	89.069052
"557"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C211/209X413R"	"SALCHICHA"	"18"	"B"	559.263954
"558"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	75.8728307898699
"559"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X893X807"	"T4"	"NPI"	"PP"	8.853111
"560"	2015	"Litográfica"	"PP"	"TAPA"	"T211"	"ATUN"	"NPI"	"PP"	28.312705
"561"	2015	"Litográfica"	"PP"	"TAPA"	"TC"	"PVC.FREE"	"NPI"	"PP"	2120.2065651318
"562"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	107.18629761
"563"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	172.5001556114
"564"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	154.2584680214
"565"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"VEGETALES"	"16"	"B"	392.788982
"566"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	139.219845327296
"567"	2015	"Comercialización"	"PT"	"TAPA"	"T211EO"	"ATUN"	"22"	"T"	37.3512135
"568"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.23X964X832.5"	"T3"	"NPI"	"PP"	9.331697
"569"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	213.722386
"570"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	114.697282715913
"571"	2015	"Litográfica"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	458.85476425
"572"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"16"	"B"	456.2197305
"573"	2015	"Corte"	"PP"	"OTROS"	"0.16X843X926.8"	"DR9"	"NPI"	"PP"	456.3893445
"574"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	50.004054327296
"575"	2015	"Litográfica"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	886.253736780106
"576"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	20.926994
"577"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	0.1377360214
"578"	2015	"Litográfica"	"PP"	"R"	"C603X209L-408R"	"ATUN"	"22"	"PP"	76.14162
"579"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	127.764644
"580"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	387.86563958403
"581"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	103.318011732537
"582"	2015	"Litográfica"	"PT"	"L"	"E307X105.5L"	"ATUN"	"16"	"T"	0.126596560136
"583"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	405.443752327296
"584"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	0.1377590214
"585"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X209L"	"ATUN"	"22"	"A"	12.917719999614
"586"	2015	"Comercialización"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	33.6677290214
"587"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	63.404299327296
"588"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	0.090154327296
"589"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"18"	"PP"	39.935228
"590"	2015	"Litográfica"	"PP"	"TAPA"	"T211"	"ATUN"	"22"	"PP"	19.210725
"591"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	443.628859717605
"592"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	97.0492734483605
"593"	2015	"Litográfica"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	67.4687371498078
"594"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"18"	"PP"	550.309629790944
"595"	2015	"Comercialización"	"PT"	"R"	"EOVAL16R"	"SARDINA"	"18"	"T"	11.723280327296
"596"	2015	"Litográfica"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	524.49379125
"597"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	261.19783
"598"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	501.587283327296
"599"	2015	"Desarrollo de Productos"	"PT"	"L"	"C211X106L"	"ATUN"	"17"	"A"	218.016771
"600"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.24X848X971"	"T5"	"20"	"C"	65.778728099318
"601"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X894X914.05"	"T5"	"NPI"	"PP"	284.494441
"602"	2015	"Compras e Importaciones"	"PP"	"L"	"E401X202.5L"	"ATUN"	"22"	"PP"	350.52392508033
"603"	2015	"Litográfica"	"PP"	"TAPA"	"T300"	"PALMITO"	"18"	"PP"	137.408254
"604"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	86.722335269891
"605"	2015	"Litográfica"	"PT"	"L"	"E211X200L"	"ATUN"	"17"	"T"	159.997625139575
"606"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	230.197067999614
"607"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	60.995176
"608"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X946.1"	"DR9"	"NPI"	"PP"	10.369916
"609"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	3.564146327296
"610"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	21.0277290214
"611"	2015	"Sanitarios Soldadura"	"PT"	"OTROS"	"C404X414MF"	"PINT.E"	"17"	"A"	205.65571
"612"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X209L"	"ATUN"	"24"	"C"	107.890198
"613"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.21X903X953"	"T5"	"NPI"	"PP"	107.795998
"614"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X700R"	"PALMITO"	"28"	"A"	737.5422545
"615"	2015	"Sanitarios Soldadura"	"PT"	"OTROS"	"C404X414MF"	"PINT.E"	"17"	"A"	66.091035
"616"	2015	"Litográfica"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	59.2011295418993
"617"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	72.6982435
"618"	2015	"Servicios Generales"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	564.263654
"619"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	300.273772
"620"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X106L"	"ATUN"	"18"	"B"	125.677968197766
"621"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	81.3894845364285
"622"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X946.1"	"DR9"	"NPI"	"PP"	11.0662185
"623"	2015	"Comercialización"	"PT"	"L"	"E208/211X207.5L"	"SALCHICHA"	"16"	"T"	3.4877895
"624"	2015	"Comercialización"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	12.503603327296
"625"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	930.538208
"626"	2015	"Comercialización"	"PT"	"TAPA"	"T211EO"	"ATUN"	"22"	"T"	32.199101
"627"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X903X914.05"	"T5"	"NPI"	"PP"	6.221476
"628"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X817X736"	"DR8"	"NPI"	"PP"	281.356201
"629"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X946.1"	"DR9"	"NPI"	"PP"	377.793466
"630"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.23X810X832.5"	"T3"	"NPI"	"PP"	209.729307
"631"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	258.7007661746
"632"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	299.143754
"633"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	160.267274951739
"634"	2015	"Litográfica"	"PP"	"TAPA"	"T401"	"PALMITO"	"NPI"	"PP"	1.672747327296
"635"	2015	"Comercialización"	"PT"	"R"	"C211/209X400R"	"VEGETALES"	"17"	"B"	2.704942
"636"	2015	"Comercialización"	"PT"	"R"	"C401/315X407R"	"ATUN"	"17"	"B"	130.9177280214
"637"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X816"	"DR9"	"NPI"	"PP"	29.321214099318
"638"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	167.55244
"639"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	103.478825
"640"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X926.8"	"DR9"	"NPI"	"PP"	529.264822
"641"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	9.182144
"642"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"22"	"PP"	93.226577
"643"	2015	"Comercialización"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	629.087477999614
"644"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"18"	"PP"	1192.69507
"645"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"22"	"PP"	134.336064
"646"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	136.892472327296
"647"	2015	"Litográfica"	"PP"	"R"	"EOVAL16R"	"SARD"	"18"	"PP"	324.782846
"648"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X705X1006"	"T4"	"NPI"	"PP"	341.5975775
"649"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	67.156048327296
"650"	2015	"Litográfica"	"PP"	"TAPA"	"TOVAL16"	"SARD"	"23"	"PP"	109.663475915165
"651"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X207L"	"ATUN"	"22"	"A"	209.855317
"652"	2015	"Litográfica"	"PP"	"R"	"C202X308R"	"SARDINA"	"NPI"	"PP"	21.326175561846
"653"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	84.7020710214
"654"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	174.368677327296
"655"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"16"	"B"	39.22523
"656"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	1712.0309443273
"657"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	52.072437999614
"658"	2015	"Litográfica"	"PP"	"TAPA"	"TC"	"PVC.FREE"	"NPI"	"PP"	28.487473
"659"	2015	"Litográfica"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	69.5048445392348
"660"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	82.722933327296
"661"	2015	"Litográfica"	"PT"	"L"	"E307X108.5L"	"ATUN"	"16"	"T"	516.64882
"662"	2015	"Litográfica"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	111.378136
"663"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X810X907"	"T3"	"NPI"	"C"	86.885300099318
"664"	2015	"Servicios Generales"	"PT"	"OTROS"	"A610"	"LG"	"20"	"NPI"	209.190714
"665"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X946.1"	"DR9"	"NPI"	"PP"	230.89202
"666"	2015	"Litográfica"	"PP"	"TAPA"	"T401"	"ATUN"	"22"	"PP"	51.293738
"667"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	235.69707858022
"668"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	21.631694327296
"669"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	259.2950325
"670"	2015	"Litográfica"	"PP"	"R"	"EOVAL16R"	"SARD"	"18"	"PP"	65.604152
"671"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"16"	"B"	24.087988
"672"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	61.346744999614
"673"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	330.457363
"674"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	244.580766560136
"675"	2015	"Litográfica"	"PT"	"L"	"E307X105.5L"	"ATUN"	"16"	"T"	205.248577917857
"676"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"TOVAL16"	"SARDINA"	"23"	"T"	3196.3867713273
"677"	2015	"Litográfica"	"PP"	"L"	"E307X110.5L"	"ATUN"	"16"	"PP"	86.172594
"678"	2015	"Comercialización"	"PT"	"R"	"C202X308R"	"SARDINA"	"15"	"A"	48.338284327296
"679"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T401"	"PALMITO"	"22"	"T"	852.9176205
"680"	2015	"Tapas Bebidas"	"PT"	"TAPA"	"TC-P"	"PVC-NM"	"22"	"T"	45.57463
"681"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T200"	"SARDINA"	"18"	"T"	698.314850714471
"682"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	46.265406327296
"683"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X851X831"	"DR8"	"NPI"	"C"	67.955316099318
"684"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X801X809"	"T4"	"NPI"	"T"	72.354875926676
"685"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X700R"	"PALMITO"	"28"	"A"	84.1258265
"686"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	0.116282999614
"687"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	0.1377330214
"688"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X833X781.5"	"T3"	"20"	"C"	62.124412053352
"689"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	683.479144541808
"690"	2015	"Comercialización"	"PT"	"L"	"E307X105.5L"	"ATUN"	"17"	"T"	2.159212327296
"691"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	344.519512867058
"692"	2015	"Litográfica"	"PP"	"TAPA"	"T211"	"ATUN"	"NPI"	"PP"	14.750317
"693"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211EO"	"ATUN"	"22"	"T"	2548.9182013273
"694"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X833X879"	"T3"	"20"	"C"	71.180565099318
"695"	2015	"Litográfica"	"PT"	"L"	"E307X105.5L"	"ATUN"	"17"	"T"	212.742011470362
"696"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"ATUN"	"22"	"T"	418.803688
"697"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	528.261786
"698"	2015	"Tapas Bebidas"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"18"	"PP"	361.4888693571
"699"	2015	"Tapas Bebidas"	"PT"	"TAPA"	"TC-P"	"PVC-FR"	"22"	"T"	91.739
"700"	2015	"Compras e Importaciones"	"PT"	"L"	"C211X106L"	"ATUN"	"17"	"A"	34.0677290214
"701"	2015	"Servicios Generales"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	41.180007
"702"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	222.932552441603
"703"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"SARDINA"	"18"	"T"	0.304976327296
"704"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	24.084450327296
"705"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X209L"	"ATUN"	"24"	"B"	140.314922
"706"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"SARDINA"	"18"	"T"	37.1223310746552
"707"	2015	"Litográfica"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	6.79472030494557
"708"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	19.89879275
"709"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	182.694824774982
"710"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"15"	"A"	71.3612495
"711"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X765X743"	"T3"	"20"	"C"	33.966804099318
"712"	2015	"Compras e Importaciones"	"PP"	"L"	"E307X108.5L"	"ATUN"	"NPI"	"PP"	5.1032475
"713"	2015	"Litográfica"	"PT"	"TAPA"	"T300"	"SARDINA"	"18"	"T"	34.3256518828125
"714"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X1052"	"DR8"	"NPI"	"C"	112.03381
"715"	2015	"Compras e Importaciones"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"15"	"B"	860.5594785
"716"	2015	"Litográfica"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	298.48189125
